Date,HomeTeam,AwayTeam,GoalDiff,AHh,PCAHH,Residual,Adjustment,Handicap_Pred
2025-01-04,Tottenham,Newcastle,-1,0.25,1.94,-1.25,0.3868122323563885,0.6368122323563885
2025-01-04,Aston Villa,Leicester,1,-1.5,1.95,2.5,0.3962750951343974,-1.1037249048656026
2025-01-04,Bournemouth,Everton,1,-0.75,1.91,1.75,0.3584236440223614,-0.3915763559776386
2025-01-04,Crystal Palace,Chelsea,0,0.5,1.93,-0.5,0.3773493695783794,0.8773493695783794
2025-01-04,Man City,West Ham,3,-1.5,2.01,4.5,0.45305227180245145,-1.0469477281975486
2025-01-04,Southampton,Brentford,-5,0.25,2.05,-5.25,0.4909037229144875,0.7409037229144875
2025-01-04,Brighton,Arsenal,0,0.75,1.88,-0.75,0.33003505568833424,1.0800350556883342
2025-01-05,Fulham,Ipswich,0,-1.0,1.96,1.0,0.4057379579124065,-0.5942620420875935
2025-01-05,Liverpool,Man United,0,-1.75,2.02,1.75,0.46251513458046056,-1.2874848654195394
2025-01-06,Wolves,Nott'm Forest,-3,0.25,1.91,-3.25,0.3584236440223614,0.6084236440223614
2025-01-14,Brentford,Man City,0,1.0,1.93,-1.0,0.3773493695783794,1.3773493695783794
2025-01-14,Chelsea,Bournemouth,0,-1.25,1.86,1.25,0.31110933013231645,-0.9388906698676835
2025-01-14,West Ham,Fulham,1,0.25,1.86,0.75,0.31110933013231645,0.5611093301323165
2025-01-14,Nott'm Forest,Liverpool,0,1.0,1.88,-1.0,0.33003505568833424,1.3300350556883342
2025-01-15,Everton,Aston Villa,-1,0.25,1.93,-1.25,0.3773493695783794,0.6273493695783794
2025-01-15,Leicester,Crystal Palace,-2,0.5,1.94,-2.5,0.3868122323563885,0.8868122323563885
2025-01-15,Newcastle,Wolves,3,-1.5,2.09,4.5,0.5287551740265235,-0.9712448259734765
2025-01-15,Arsenal,Tottenham,1,-1.25,1.85,2.25,0.30164646735430733,-0.9483535326456927
2025-01-16,Ipswich,Brighton,-2,0.5,1.94,-2.5,0.3868122323563885,0.8868122323563885
2025-01-16,Man United,Southampton,2,-1.5,2.04,3.5,0.4814408601364786,-1.0185591398635214
2025-01-18,Newcastle,Bournemouth,-3,-0.75,2.07,-2.25,0.5098294484705055,-0.2401705515294945
2025-01-18,Brentford,Liverpool,-2,1.25,1.94,-3.25,0.3868122323563885,1.6368122323563885
2025-01-18,Leicester,Fulham,-2,0.5,1.87,-2.5,0.32057219291032535,0.8205721929103253
2025-01-18,West Ham,Crystal Palace,-2,0.0,2.04,-2.0,0.4814408601364786,0.4814408601364786
2025-01-18,Arsenal,Aston Villa,0,-1.0,1.98,1.0,0.42466368346842454,-0.5753363165315755
2025-01-19,Everton,Tottenham,1,0.25,1.86,0.75,0.31110933013231645,0.5611093301323165
2025-01-19,Man United,Brighton,-2,-0.25,2.02,-1.75,0.46251513458046056,0.21251513458046056
2025-01-19,Nott'm Forest,Southampton,1,-1.25,1.87,2.25,0.32057219291032535,-0.9294278070896747
2025-01-19,Ipswich,Man City,-6,1.5,1.86,-7.5,0.31110933013231645,1.8111093301323165
2025-01-20,Chelsea,Wolves,2,-1.5,1.94,3.5,0.3868122323563885,-1.1131877676436115
2025-01-25,Bournemouth,Nott'm Forest,5,-0.25,1.98,5.25,0.42466368346842454,0.17466368346842454
2025-01-25,Brighton,Everton,-1,-0.75,1.97,-0.25,0.4152008206904154,-0.3347991793095846
2025-01-25,Liverpool,Ipswich,3,-2.5,1.91,5.5,0.3584236440223614,-2.1415763559776386
2025-01-25,Southampton,Newcastle,-2,1.25,1.93,-3.25,0.3773493695783794,1.6273493695783794
2025-01-25,Wolves,Arsenal,-1,1.25,1.86,-2.25,0.31110933013231645,1.5611093301323165
2025-01-25,Man City,Chelsea,2,-0.5,2.1,2.5,0.5382180368045328,0.03821803680453284
2025-01-26,Crystal Palace,Brentford,-1,-0.5,1.98,-0.5,0.42466368346842454,-0.07533631653157546
2025-01-26,Tottenham,Leicester,-1,-1.25,2.07,0.25,0.5098294484705055,-0.7401705515294945
2025-01-26,Aston Villa,West Ham,0,-1.0,2.04,1.0,0.4814408601364786,-0.5185591398635214
2025-01-26,Fulham,Man United,-1,-0.25,2.08,-0.75,0.5192923112485148,0.2692923112485148
2025-02-01,Nott'm Forest,Brighton,7,-0.25,1.94,7.25,0.3868122323563885,0.1368122323563885
2025-02-01,Bournemouth,Liverpool,-2,0.75,2.02,-2.75,0.46251513458046056,1.2125151345804606
2025-02-01,Everton,Leicester,4,-0.75,1.97,4.75,0.4152008206904154,-0.3347991793095846
2025-02-01,Ipswich,Southampton,-1,-0.5,1.92,-0.5,0.36788650680037027,-0.13211349319962973
2025-02-01,Newcastle,Fulham,-1,-0.75,1.99,-0.25,0.43412654624643343,-0.31587345375356657
2025-02-01,Wolves,Aston Villa,2,0.25,1.95,1.75,0.3962750951343974,0.6462750951343974
2025-02-02,Brentford,Tottenham,-2,-0.25,1.98,-1.75,0.42466368346842454,0.17466368346842454
2025-02-02,Man United,Crystal Palace,-2,-0.5,2.03,-1.5,0.47197799735846946,-0.02802200264153054
2025-02-02,Arsenal,Man City,4,-0.5,1.92,4.5,0.36788650680037027,-0.13211349319962973
2025-02-03,Chelsea,West Ham,1,-1.5,1.96,2.5,0.4057379579124065,-1.0942620420875935
2025-02-12,Everton,Liverpool,0,1.25,1.87,-1.25,0.32057219291032535,1.5705721929103253
2025-02-14,Brighton,Chelsea,3,0.25,1.87,2.75,0.32057219291032535,0.5705721929103253
2025-02-15,Leicester,Arsenal,-2,1.5,1.91,-3.5,0.3584236440223614,1.8584236440223614
2025-02-15,Aston Villa,Ipswich,0,-1.25,1.94,1.25,0.3868122323563885,-0.8631877676436115
2025-02-15,Fulham,Nott'm Forest,1,-0.25,1.84,1.25,0.29218360457629844,0.04218360457629844
2025-02-15,Man City,Newcastle,4,-0.5,1.85,4.5,0.30164646735430733,-0.19835353264569267
2025-02-15,Southampton,Bournemouth,-2,1.0,1.86,-3.0,0.31110933013231645,1.3111093301323165
2025-02-15,West Ham,Brentford,-1,0.0,2.1,-1.0,0.5382180368045328,0.5382180368045328
2025-02-15,Crystal Palace,Everton,-1,-0.5,2.01,-0.5,0.45305227180245145,-0.046947728197548555
2025-02-16,Liverpool,Wolves,1,-2.0,1.85,3.0,0.30164646735430733,-1.6983535326456927
2025-02-16,Tottenham,Man United,1,0.0,1.94,1.0,0.3868122323563885,0.3868122323563885
2025-02-19,Aston Villa,Liverpool,0,0.5,2.03,-0.5,0.47197799735846946,0.9719779973584695
2025-02-21,Leicester,Brentford,-4,0.5,1.93,-4.5,0.3773493695783794,0.8773493695783794
2025-02-22,Everton,Man United,0,0.0,1.86,0.0,0.31110933013231645,0.31110933013231645
2025-02-22,Arsenal,West Ham,-1,-1.75,1.94,0.75,0.3868122323563885,-1.3631877676436115
2025-02-22,Bournemouth,Wolves,-1,-1.0,1.84,0.0,0.29218360457629844,-0.7078163954237016
2025-02-22,Fulham,Crystal Palace,-2,-0.5,1.81,-1.5,0.2637950162422713,-0.2362049837577287
2025-02-22,Ipswich,Tottenham,-3,0.5,1.82,-3.5,0.2732578790202804,0.7732578790202804
2025-02-22,Southampton,Brighton,-4,1.0,2.01,-5.0,0.45305227180245145,1.4530522718024514
2025-02-22,Aston Villa,Chelsea,1,0.0,1.97,1.0,0.4152008206904154,0.4152008206904154
2025-02-23,Newcastle,Nott'm Forest,1,-0.75,1.93,1.75,0.3773493695783794,-0.3726506304216206
2025-02-23,Man City,Liverpool,-2,0.25,1.98,-2.25,0.42466368346842454,0.6746636834684245
2025-02-25,Brighton,Bournemouth,1,-0.25,2.02,1.25,0.46251513458046056,0.21251513458046056
2025-02-25,Crystal Palace,Aston Villa,3,0.0,1.97,3.0,0.4152008206904154,0.4152008206904154
2025-02-25,Wolves,Fulham,-1,0.0,2.08,-1.0,0.5192923112485148,0.5192923112485148
2025-02-25,Chelsea,Southampton,4,-2.25,1.94,6.25,0.3868122323563885,-1.8631877676436115
2025-02-26,Brentford,Everton,0,-0.5,2.04,0.5,0.4814408601364786,-0.018559139863521423
2025-02-26,Man United,Ipswich,1,-1.0,1.87,2.0,0.32057219291032535,-0.6794278070896747
2025-02-26,Nott'm Forest,Arsenal,0,0.5,1.95,-0.5,0.3962750951343974,0.8962750951343974
2025-02-26,Tottenham,Man City,-1,0.5,2.07,-1.5,0.5098294484705055,1.0098294484705055
2025-02-26,Liverpool,Newcastle,2,-1.0,2.02,3.0,0.46251513458046056,-0.5374848654195394
2025-02-27,West Ham,Leicester,2,-1.0,2.03,3.0,0.47197799735846946,-0.5280220026415305
2025-03-08,Nott'm Forest,Man City,1,0.5,1.97,0.5,0.4152008206904154,0.9152008206904154
2025-03-08,Brighton,Fulham,1,-0.5,2.02,1.5,0.46251513458046056,-0.03748486541953944
2025-03-08,Crystal Palace,Ipswich,1,-1.25,1.94,2.25,0.3868122323563885,-0.8631877676436115
2025-03-08,Liverpool,Southampton,2,-2.5,2.04,4.5,0.4814408601364786,-2.0185591398635214
2025-03-08,Brentford,Aston Villa,-1,-0.25,2.15,-0.75,0.5855323506945775,0.33553235069457754
2025-03-08,Wolves,Everton,0,0.0,1.96,0.0,0.4057379579124065,0.4057379579124065
2025-03-09,Chelsea,Leicester,1,-2.0,1.85,3.0,0.30164646735430733,-1.6983535326456927
2025-03-09,Tottenham,Bournemouth,0,0.0,1.83,0.0,0.2827207417982893,0.2827207417982893
2025-03-09,Man United,Arsenal,0,0.75,1.9,-0.75,0.34896078124435226,1.0989607812443523
2025-03-10,West Ham,Newcastle,-1,0.25,2.0,-1.25,0.44358940902444255,0.6935894090244425
2025-03-15,Everton,West Ham,0,-0.25,1.82,0.25,0.2732578790202804,0.023257879020280425
2025-03-15,Ipswich,Nott'm Forest,-2,0.5,1.91,-2.5,0.3584236440223614,0.8584236440223614
2025-03-15,Man City,Brighton,0,-0.75,2.06,0.75,0.5003665856924966,-0.2496334143075034
2025-03-15,Southampton,Wolves,-1,0.5,1.85,-1.5,0.30164646735430733,0.8016464673543073
2025-03-15,Bournemouth,Brentford,-1,-0.75,1.96,-0.25,0.4057379579124065,-0.3442620420875935
2025-03-16,Arsenal,Chelsea,1,-0.75,1.96,1.75,0.4057379579124065,-0.3442620420875935
2025-03-16,Fulham,Tottenham,2,-0.5,1.85,2.5,0.30164646735430733,-0.19835353264569267
2025-03-16,Leicester,Man United,-3,0.5,1.85,-3.5,0.30164646735430733,0.8016464673543073
2025-04-01,Arsenal,Fulham,1,-1.0,1.88,2.0,0.33003505568833424,-0.6699649443116658
2025-04-01,Wolves,West Ham,1,0.0,2.05,1.0,0.4909037229144875,0.4909037229144875
2025-04-01,Nott'm Forest,Man United,1,-0.25,2.03,1.25,0.47197799735846946,0.22197799735846946
2025-04-02,Bournemouth,Ipswich,-1,-1.5,1.89,0.5,0.33949791846634336,-1.1605020815336566
2025-04-02,Brighton,Aston Villa,-3,-0.25,2.07,-2.75,0.5098294484705055,0.2598294484705055
2025-04-02,Man City,Leicester,2,-2.0,2.0,4.0,0.44358940902444255,-1.5564105909755575
2025-04-02,Newcastle,Brentford,1,-0.75,1.9,1.75,0.34896078124435226,-0.40103921875564774
2025-04-02,Southampton,Crystal Palace,0,1.0,1.85,-1.0,0.30164646735430733,1.3016464673543073
2025-04-02,Liverpool,Everton,1,-1.25,1.86,2.25,0.31110933013231645,-0.9388906698676835
2025-04-03,Chelsea,Tottenham,1,-1.0,1.84,2.0,0.29218360457629844,-0.7078163954237016
2025-04-05,Everton,Arsenal,0,0.75,1.83,-0.75,0.2827207417982893,1.0327207417982893
2025-04-05,Crystal Palace,Brighton,1,-0.25,1.85,1.25,0.30164646735430733,0.051646467354307335
2025-04-05,Ipswich,Wolves,-1,0.0,2.02,-1.0,0.46251513458046056,0.46251513458046056
2025-04-05,West Ham,Bournemouth,0,0.25,1.85,-0.25,0.30164646735430733,0.5516464673543073
2025-04-05,Aston Villa,Nott'm Forest,1,-0.5,1.85,1.5,0.30164646735430733,-0.19835353264569267
2025-04-06,Brentford,Chelsea,0,0.25,1.83,-0.25,0.2827207417982893,0.5327207417982893
2025-04-06,Fulham,Liverpool,1,0.5,1.97,0.5,0.4152008206904154,0.9152008206904154
2025-04-06,Tottenham,Southampton,2,-1.5,1.97,3.5,0.4152008206904154,-1.0847991793095846
2025-04-06,Man United,Man City,0,0.25,2.1,-0.25,0.5382180368045328,0.7882180368045328
2025-04-07,Leicester,Newcastle,-3,1.25,1.88,-4.25,0.33003505568833424,1.5800350556883342
2025-04-12,Man City,Crystal Palace,3,-1.0,2.11,4.0,0.5476808995825415,-0.4523191004174585
2025-04-12,Brighton,Leicester,0,-1.5,2.05,1.5,0.4909037229144875,-1.0090962770855125
2025-04-12,Nott'm Forest,Everton,-1,-0.25,2.0,-0.75,0.44358940902444255,0.19358940902444255
2025-04-12,Southampton,Aston Villa,-3,1.0,2.1,-4.0,0.5382180368045328,1.5382180368045328
2025-04-12,Arsenal,Brentford,0,-1.0,1.78,1.0,0.23540642790824418,-0.7645935720917558
2025-04-13,Chelsea,Ipswich,0,-1.75,1.98,1.75,0.42466368346842454,-1.3253363165315755
2025-04-13,Liverpool,West Ham,1,-1.5,2.05,2.5,0.4909037229144875,-1.0090962770855125
2025-04-13,Wolves,Tottenham,2,-0.25,2.0,2.25,0.44358940902444255,0.19358940902444255
2025-04-13,Newcastle,Man United,3,-0.75,2.05,3.75,0.4909037229144875,-0.2590962770855125
2025-04-14,Bournemouth,Fulham,1,-0.25,1.93,1.25,0.3773493695783794,0.1273493695783794
2025-04-16,Newcastle,Crystal Palace,5,-0.75,1.89,5.75,0.33949791846634336,-0.41050208153365664
2025-04-19,Brentford,Brighton,2,0.0,2.0,2.0,0.44358940902444255,0.44358940902444255
2025-04-19,Crystal Palace,Bournemouth,0,0.0,1.89,0.0,0.33949791846634336,0.33949791846634336
2025-04-19,Everton,Man City,-2,0.5,1.99,-2.5,0.43412654624643343,0.9341265462464334
2025-04-19,West Ham,Southampton,0,-1.0,2.08,1.0,0.5192923112485148,-0.4807076887514852
2025-04-19,Aston Villa,Newcastle,3,-0.25,1.93,3.25,0.3773493695783794,0.1273493695783794
2025-04-20,Fulham,Chelsea,-1,0.25,1.92,-1.25,0.36788650680037027,0.6178865068003703
2025-04-20,Ipswich,Arsenal,-4,1.25,1.86,-5.25,0.31110933013231645,1.5611093301323165
2025-04-20,Man United,Wolves,-1,-0.5,1.88,-0.5,0.33003505568833424,-0.16996494431166576
2025-04-20,Leicester,Liverpool,-1,1.75,1.83,-2.75,0.2827207417982893,2.0327207417982893
2025-04-21,Tottenham,Nott'm Forest,-1,0.0,2.08,-1.0,0.5192923112485148,0.5192923112485148
2025-04-22,Man City,Aston Villa,1,-0.5,1.91,1.5,0.3584236440223614,-0.14157635597763862
2025-04-23,Arsenal,Crystal Palace,0,-1.25,1.92,1.25,0.36788650680037027,-0.8821134931996297
2025-04-26,Chelsea,Everton,1,-1.0,2.0,2.0,0.44358940902444255,-0.5564105909755575
2025-04-26,Brighton,West Ham,1,-0.75,2.02,1.75,0.46251513458046056,-0.28748486541953944
2025-04-26,Newcastle,Ipswich,3,-2.0,1.88,5.0,0.33003505568833424,-1.6699649443116658
2025-04-26,Southampton,Fulham,-1,1.0,2.05,-2.0,0.4909037229144875,1.4909037229144875
2025-04-26,Wolves,Leicester,3,-1.0,1.93,4.0,0.3773493695783794,-0.6226506304216206
2025-04-27,Bournemouth,Man United,0,-0.75,1.99,0.75,0.43412654624643343,-0.31587345375356657
2025-04-27,Liverpool,Tottenham,4,-1.75,1.87,5.75,0.32057219291032535,-1.4294278070896747
2025-05-01,Nott'm Forest,Brentford,-2,-0.25,1.97,-1.75,0.4152008206904154,0.16520082069041542
2025-05-02,Man City,Wolves,1,-1.25,1.96,2.25,0.4057379579124065,-0.8442620420875935
2025-05-03,Aston Villa,Fulham,1,-0.75,1.88,1.75,0.33003505568833424,-0.41996494431166576
2025-05-03,Everton,Ipswich,0,-1.0,1.96,1.0,0.4057379579124065,-0.5942620420875935
2025-05-03,Leicester,Southampton,2,-0.25,2.14,2.25,0.5760694879165689,0.32606948791656887
2025-05-03,Arsenal,Bournemouth,-1,-0.25,1.88,-0.75,0.33003505568833424,0.08003505568833424
2025-05-04,Brentford,Man United,1,-0.75,2.15,1.75,0.5855323506945775,-0.16446764930542246
2025-05-04,Brighton,Newcastle,0,0.25,1.94,-0.25,0.3868122323563885,0.6368122323563885
2025-05-04,West Ham,Tottenham,0,-0.25,1.86,0.25,0.31110933013231645,0.06110933013231645
2025-05-04,Chelsea,Liverpool,2,-0.25,2.05,2.25,0.4909037229144875,0.24090372291448747
2025-05-05,Crystal Palace,Nott'm Forest,0,-0.25,1.89,0.25,0.33949791846634336,0.08949791846634336
2025-05-10,Fulham,Everton,-2,-0.5,2.01,-1.5,0.45305227180245145,-0.046947728197548555
2025-05-10,Ipswich,Brentford,-1,1.0,1.84,-2.0,0.29218360457629844,1.2921836045762984
2025-05-10,Southampton,Man City,0,2.0,1.88,-2.0,0.33003505568833424,2.3300350556883345
2025-05-10,Wolves,Brighton,-2,0.0,1.83,-2.0,0.2827207417982893,0.2827207417982893
2025-05-10,Bournemouth,Aston Villa,-1,0.0,1.93,-1.0,0.3773493695783794,0.3773493695783794
2025-05-11,Newcastle,Chelsea,2,-0.25,2.0,2.25,0.44358940902444255,0.19358940902444255
2025-05-11,Man United,West Ham,-2,-0.5,2.03,-1.5,0.47197799735846946,-0.02802200264153054
2025-05-11,Nott'm Forest,Leicester,0,-1.5,1.88,1.5,0.33003505568833424,-1.1699649443116658
2025-05-11,Tottenham,Crystal Palace,-2,0.0,1.95,-2.0,0.3962750951343974,0.3962750951343974
2025-05-11,Liverpool,Arsenal,0,-0.5,1.96,0.5,0.4057379579124065,-0.09426204208759348
2025-05-16,Aston Villa,Tottenham,2,-1.5,1.91,3.5,0.3584236440223614,-1.1415763559776386
2025-05-16,Chelsea,Man United,1,-1.25,1.93,2.25,0.3773493695783794,-0.8726506304216206
2025-05-18,Everton,Southampton,2,-1.25,1.97,3.25,0.4152008206904154,-0.8347991793095846
2025-05-18,West Ham,Nott'm Forest,-1,0.0,1.83,-1.0,0.2827207417982893,0.2827207417982893
2025-05-18,Brentford,Fulham,-1,-0.5,2.08,-0.5,0.5192923112485148,0.019292311248514826
2025-05-18,Leicester,Ipswich,2,-0.25,1.99,2.25,0.43412654624643343,0.18412654624643343
2025-05-18,Arsenal,Newcastle,1,-0.5,1.95,1.5,0.3962750951343974,-0.1037249048656026
2025-05-19,Brighton,Liverpool,1,0.0,1.94,1.0,0.3868122323563885,0.3868122323563885
2025-05-20,Crystal Palace,Wolves,2,-0.25,2.07,2.25,0.5098294484705055,0.2598294484705055
2025-05-20,Man City,Bournemouth,2,-1.0,1.96,3.0,0.4057379579124065,-0.5942620420875935
2025-05-25,Bournemouth,Leicester,2,-1.5,1.96,3.5,0.4057379579124065,-1.0942620420875935
2025-05-25,Fulham,Man City,-2,1.0,2.1,-3.0,0.5382180368045328,1.5382180368045328
2025-05-25,Ipswich,West Ham,-2,0.25,1.98,-2.25,0.42466368346842454,0.6746636834684245
2025-05-25,Liverpool,Crystal Palace,0,-1.5,1.95,1.5,0.3962750951343974,-1.1037249048656026
2025-05-25,Man United,Aston Villa,2,0.75,2.07,1.25,0.5098294484705055,1.2598294484705055
2025-05-25,Newcastle,Everton,-1,-1.5,2.01,0.5,0.45305227180245145,-1.0469477281975486
2025-05-25,Nott'm Forest,Chelsea,-1,0.25,1.86,-1.25,0.31110933013231645,0.5611093301323165
2025-05-25,Southampton,Arsenal,-1,1.5,2.04,-2.5,0.4814408601364786,1.9814408601364786
2025-05-25,Tottenham,Brighton,-3,0.75,2.0,-3.75,0.44358940902444255,1.1935894090244425
2025-05-25,Wolves,Brentford,0,0.0,1.9,0.0,0.34896078124435226,0.34896078124435226
